"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"18","chr9:38198491-38198828","ALDH1B1","chr9",38198491,38198828,338,"*",0.0001447646117565,0.0001447646117565,9.26118557693865e-08,4.80956973240496,0.37,0,0.37,"M",4.27618147095861e-05,"",2.9375,-193874,1407.83856937226,-1.15090200153337,0.176261905869479,6.42237910996957e-12,1.43863292804474e-10,"protein_coding","aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]","",8086,"XR_007061924.1","",""
"19","chr17:65174432-65174645","AXIN2","chr17",65174432,65174645,214,"*",0.000143893371174491,0.000143893371174491,9.15092110844044e-08,4.77613950340765,0.405,0,0.405,"M",4.27618147095929e-05,"",2.725,466388,181.993597918673,-1.45587757343392,0.451872607883726,7.20363986286619e-05,0.000447303734317265,"protein_coding","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]","intron",37064,"NM_003835.4","",""
"20","chr1:242030809-242031027","MAP1LC3C","chr1",242030809,242031027,219,"*",0.00014171621554632,0.00014171621554632,8.87803622319655e-08,4.69260022308092,0.41,0.81,-0.4,"U",-4.27618147095576e-05,"",2.7125,-31711,NA,NA,NA,NA,NA,NA,NA,"",-29417,"XM_005273139.4","",""
"21","chr21:41277521-41277861","BACE2","chr21",41277521,41277861,341,"*",0.000140685938259427,0.000140685938259427,9.03554350166487e-08,4.65306762285226,0.505,0.92,-0.415,"U",-4.27618147095676e-05,"",18.6175,109720,NA,NA,NA,NA,NA,NA,NA,"exon",-26381,"XM_011529649.3","","enhD"
"22","chr12:29232812-29232821","FAR2","chr12",29232812,29232821,10,"*",0.000139540458789234,0.000139540458789234,8.60911775936903e-08,4.60911461860638,0.575,0.97,-0.395,"U",-4.27618147096218e-05,"",13.39,83796,732.553654625408,-0.959134450942885,0.537802661709952,0.0125540066831518,0.036748548571047,"protein_coding","fatty acyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531]","intron",9148,"NM_018099.5","",""
"23","chr19:55284353-55284366","HSPBP1","chr19",55284353,55284366,14,"*",0.000138608435223658,0.000138608435223658,8.495081296879e-08,4.57335209574933,0.52,0.02,0.5,"M",4.27618147095861e-05,"BRSK1",40.3675,-3972,NA,NA,NA,NA,NA,NA,NA,"prom,exon",358,"NM_032430.2","CpGi",""
"24","chr12:91918650-91919021","DCN","chr12",91918650,91919021,372,"*",0.000137477939059041,0.000137477939059041,8.63659281157554e-08,4.52997401345599,0.43,1,-0.57,"U",-4.27618147096237e-05,"",2.735,-735433,NA,NA,NA,NA,NA,NA,NA,"exon",41524,"XR_945199.3","",""
"25","chr6:10660231-10660312","TFAP2A","chr6",10660231,10660312,82,"*",0.000137477939059041,0.000137477939059041,8.63659281157554e-08,4.52997401345599,0.43,1,-0.57,"U",-4.27618147096237e-05,"",7.8975,-240572,NA,NA,NA,NA,NA,NA,NA,"",16815,"XM_024446422.2","","enhD"
"26","chr1:2790156-2790210","PEX10","chr1",2790156,2790210,55,"*",0.000137185040291807,0.000137185040291807,8.32226587990853e-08,4.51873524305907,0.565,0.14,0.425,"M",4.27618147096004e-05,"",6.425,-376359,NA,NA,NA,NA,NA,NA,NA,"exon",11484,"NM_001242672.3","CpGi","enhP"
"27","chr1:2628479-2628557","PEX10","chr1",2628479,2628557,79,"*",0.000136900439576283,0.000136900439576283,8.28790689143017e-08,4.50781487583879,0.495,0,0.495,"M",4.27618147095982e-05,"",5.0725,-214682,NA,NA,NA,NA,NA,NA,NA,"prom,intron",-199,"NR_183343.1","CpGi","K4m3"
"28","chr10:100713680-100713702","NDUFB8","chr10",100713680,100713702,23,"*",0.000136418162366168,0.000136418162366168,8.50660543894664e-08,4.48930949637503,0.555,1,-0.445,"U",-4.27618147095832e-05,"",4.2725,-183680,NA,NA,NA,NA,NA,NA,NA,"",-21694,"NM_001304569.2","CpGi","enhD"
"29","chr1:2803089-2803658","PEX10","chr1",2803089,2803658,570,"*",0.000135193396225546,0.000135193396225546,8.08318170936142e-08,4.44231419634583,0.455,0,0.455,"M",4.27618147095929e-05,"",4.4,-389292,NA,NA,NA,NA,NA,NA,NA,"",-1397,"NM_001242672.3","",""
"30","chr7:42236807-42236879","INHBA","chr7",42236807,42236879,73,"*",0.000135193396225546,0.000135193396225546,8.08318170936142e-08,4.44231419634583,0.42,0,0.42,"M",4.27618147095929e-05,"",5.7025,-530973,NA,NA,NA,NA,NA,NA,NA,"prom,intron",331,"NM_000168.6","CpGi","enhP"
"31","chr6:7896013-7897492","BMP6","chr6",7896013,7897492,1480,"*",0.00013360104528826,0.00013360104528826,7.89431481350345e-08,4.38121436057515,0.54,0.02,0.52,"M",4.27618147095861e-05,"",32.8725,169914,NA,NA,NA,NA,NA,NA,NA,"intron",12586,"NM_001145549.4","","enhD"
"32","chr6:135224240-135224724","MYB","chr6",135224240,135224724,485,"*",0.000133203095259527,0.000133203095259527,7.847431508756e-08,4.36594468551093,0.425,0.01,0.415,"M",4.27618147096004e-05,"",12.4925,42932,1190.69816770815,-0.675043445216711,0.22579935010727,0.000995924753392855,0.00441300073287402,"protein_coding","MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]","intron",-6349,"XR_001744367.2","","enhD"
"33","chr3:156630078-156631159","SSR3","chr3",156630078,156631159,1082,"*",0.000132866247829452,0.000132866247829452,8.07749055185446e-08,4.35301956820453,0.525,1,-0.475,"U",-4.27618147096207e-05,"",3.625,-74929,NA,NA,NA,NA,NA,NA,NA,"",-43431,"XM_047447936.1","","enhD"
"34","chr13:73899269-73900194","KLF5","chr13",73899269,73900194,926,"*",0.000132383963287639,0.000132383963287639,7.7513270273146e-08,4.3345139074174,0.415,1,-0.585,"U",-4.27618147095861e-05,"",1.47,844293,181.561032276309,-1.36913808340631,0.451936813739841,0.000162068678358472,0.000914183041174029,"protein_coding","Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]","intron",-12689,"XR_007063825.1","",""
"35","chr17:8058593-8058626","ALOX12B","chr17",8058593,8058626,34,"*",0.000131782305774365,0.000131782305774365,7.68107992273816e-08,4.31142780598681,0.55,0.07,0.48,"M",4.27618147096268e-05,"",28.7725,29090,3.58400942879821,2.54268408277116,1.09920227257898,0.000574095397051297,0.00274515907065493,"protein_coding","arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]","",19536,"NM_001141.3","",""
"36","chr14:90517067-90517740","CALM1","chr14",90517067,90517740,674,"*",0.000129685262881305,0.000129685262881305,7.43850341899464e-08,4.23096251823534,0.44,0,0.44,"M",4.27618147095929e-05,"",1.1475,120565,NA,NA,NA,NA,NA,NA,NA,"prom,exon",0,"NR_135274.1","","enhD"
"37","chr13:19114686-19115177","TUBA3C","chr13",19114686,19115177,492,"*",0.000129226756210449,0.000129226756210449,7.38593455591247e-08,4.21336923422169,0.405,0,0.405,"M",4.2761814709605e-05,"",2.85,66647,NA,NA,NA,NA,NA,NA,NA,"intron",3107,"NR_146902.1","",""
"38","chr7:157784994-157785139","DNAJB6","chr7",157784994,157785139,146,"*",0.000129226756210449,0.000129226756210449,7.38593455591247e-08,4.21336923422169,0.405,0,0.405,"M",4.2761814709605e-05,"",5.525,449613,2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","intron",-69446,"NR_038966.1","CpGi","enhD"
"39","chr4:138640341-138640731","SLC7A11","chr4",138640341,138640731,391,"*",0.000128455826884211,0.000128455826884211,7.55869208450044e-08,4.18378803191195,0.285,0.67,-0.385,"U",-4.27618147095818e-05,"",2.345,-327683,NA,NA,NA,NA,NA,NA,NA,"",-327671,"XM_047449959.1","",""
"40","chr5:68288796-68288853","PIK3R1","chr5",68288796,68288853,58,"*",0.000126773799022103,0.000126773799022103,7.10755670470864e-08,4.11924721761654,0.575,0.01,0.565,"M",4.27618147096004e-05,"PIK3R1",32.38,73056,NA,NA,NA,NA,NA,NA,NA,"prom,intron",279,"NM_181524.2","shores",""
"41","chr2:194929268-194929336","SLC39A10","chr2",194929268,194929336,69,"*",0.000125256525173137,0.000125256525173137,6.93777838037449e-08,4.06102815244676,0.605,1,-0.395,"U",-4.27618147096147e-05,"",3.085,-646641,NA,NA,NA,NA,NA,NA,NA,"intron",198675,"NR_110223.1","",""
"42","chr15:93237445-93237454","RGMA","chr15",93237445,93237454,10,"*",0.000124595452433931,0.000124595452433931,6.86438296775886e-08,4.03566223915958,0.41,1,-0.59,"U",-4.27618147096147e-05,"",3.25,-148234,NA,NA,NA,NA,NA,NA,NA,"intron",24984,"XR_007064770.1","",""
"43","chr3:5284284-5284329","EDEM1","chr3",5284284,5284329,46,"*",0.000124355108799962,0.000124355108799962,6.83778563552281e-08,4.0264400531325,0.5,0.86,-0.36,"U",-4.27618147096218e-05,"",5.8175,96638,NA,NA,NA,NA,NA,NA,NA,"",-34030,"NR_039953.1","",""
"44","chr9:137146030-137146116","GRIN1","chr9",137146030,137146116,87,"*",0.000124188731683884,0.000124188731683884,6.81940081329536e-08,4.02005602419117,0.435,0.01,0.425,"M",4.27618147095929e-05,"",36.6875,7684,1076.56900324778,8.71855490535281,0.795132416665184,6.94377132801837e-30,9.64815221915287e-28,"protein_coding","glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]","intron",6878,"XM_005266073.5","CpGi",""
"45","chr4:139885138-139885653","MGST2","chr4",139885138,139885653,516,"*",0.000122700012146105,0.000122700012146105,6.90501784497202e-08,3.96293261179695,0.555,1,-0.445,"U",-4.27618147096063e-05,"",4.025,219370,NA,NA,NA,NA,NA,NA,NA,"intron",-41411,"XR_007058279.1","",""
"46","chr17:65296865-65296877","AXIN2","chr17",65296865,65296877,13,"*",0.000122359387067066,0.000122359387067066,6.61871850091356e-08,3.94986254294382,0.41,0.83,-0.42,"U",-4.27618147095929e-05,"",3,344156,181.993597918673,-1.45587757343392,0.451872607883726,7.20363986286619e-05,0.000447303734317265,"protein_coding","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]","",159497,"NM_003835.4","",""
"47","chr4:137670991-137671365","SLC7A11","chr4",137670991,137671365,375,"*",0.000122193157288422,0.000122193157288422,6.60061563851975e-08,3.94348416746293,0.645,1,-0.355,"U",-4.27618147095974e-05,"",1.785,641293,NA,NA,NA,NA,NA,NA,NA,"intron",5522,"XR_001741842.2","",""
"48","chr9:122228200-122228258","NDUFA8","chr9",122228200,122228258,59,"*",0.000121292965963632,0.000121292965963632,6.50296684977587e-08,3.90894307427868,0.385,0,0.385,"M",4.27618147095929e-05,"LHX6",6.3575,-68421,NA,NA,NA,NA,NA,NA,NA,"prom,exon,intron",176,"NM_001242333.2","CpGi","enhP"
"49","chr12:130565797-130567697","FZD10","chr12",130565797,130567697,1901,"*",0.000119313883758136,0.000119313883758136,6.29056669736998e-08,3.83300403665762,0.475,0,0.475,"M",4.27618147095861e-05,"",1.56,403338,NA,NA,NA,NA,NA,NA,NA,"intron",60760,"NM_015347.5","",""
"50","chr12:130667520-130669009","FZD10","chr12",130667520,130669009,1490,"*",0.000116880725290471,0.000116880725290471,6.03373339001231e-08,3.73964171350554,0.405,0,0.405,"M",4.27618147095929e-05,"",2.5625,505061,NA,NA,NA,NA,NA,NA,NA,"intron",-31901,"XM_011538108.4","",""
"51","chr3:172462450-172462470","TNFSF10","chr3",172462450,172462470,21,"*",0.000116489963688507,0.000116489963688507,5.99292829384279e-08,3.72464786438194,0.565,1,-0.435,"U",-4.27618147096288e-05,"",2.75,61005,205.141249118782,1.37058884751207,0.880260326449456,0.00969076191047688,0.0297022265632072,"protein_coding","TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]","",-13995,"NM_004122.2","",""
"52","chr19:33269947-33269986","CEBPA","chr19",33269947,33269986,40,"*",0.000116151368357147,0.000116151368357147,5.95766954650255e-08,3.71165567864298,0.465,0,0.465,"M",4.27618147095861e-05,"",5.5,32548,68.0099082684797,5.00533318840645,0.726322388350244,8.25941709031416e-13,2.08749872013722e-11,"protein_coding","CCAAT enhancer binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1833]","",32549,"NM_001287435.2","",""
"53","chr5:92217053-92218985","ARRDC3","chr5",92217053,92218985,1933,"*",0.000116151368357147,0.000116151368357147,5.95766954650255e-08,3.71165567864298,0.465,0,0.465,"M",4.27618147095861e-05,"",1.8675,-833736,2421.69858077435,-0.923505870750279,0.168318415830398,7.48486782057807e-09,1.06363521865349e-07,"protein_coding","arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]","",-105140,"XR_001742805.2","",""
"54","chr16:89710766-89710789","SPATA2L","chr16",89710766,89710789,24,"*",0.000114797598315425,0.000114797598315425,5.81761584876976e-08,3.6597103911541,0.55,0.12,0.43,"M",4.27618147096004e-05,"",21.7075,-9061,NA,NA,NA,NA,NA,NA,NA,"exon",-1067,"NR_036480.1","",""
"55","chr2:201968028-201968441","FZD7","chr2",201968028,201968441,414,"*",0.000112580373046626,0.000112580373046626,5.81994183219551e-08,3.57463360524083,0.585,1,-0.415,"U",-4.27618147095989e-05,"",1.4075,-65414,255.822447587652,-1.36700710502257,0.664053117106691,0.00286878238638925,0.0108155615411361,"protein_coding","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]","",-65414,"NM_003507.2","","enhD"
"56","chr4:152011336-152011705","FBXW7","chr4",152011336,152011705,370,"*",0.000111417635575238,0.000111417635575238,5.47435201328432e-08,3.53001839707114,0.4,1,-0.6,"U",-4.27618147096288e-05,"",1.54,524387,1628.63804040657,-1.17456671878081,0.408619768250613,0.000397460123857884,0.00200697824480345,"protein_coding","F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]","",55361,"NR_183803.1","","enhD"
"57","chr6:33571807-33572102","BAK1","chr6",33571807,33572102,296,"*",0.000111417635575097,0.000111417635575097,5.47435201327114e-08,3.53001839706574,0.31,0.01,0.3,"M",4.27618147096004e-05,"",21.1025,8191,2423.93615540467,-0.850341553037975,0.153655314122008,7.13367858907064e-09,1.01977566391078e-07,"protein_coding","BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]","",5215,"XM_047419196.1","shores","enhD"
"58","chr4:6517983-6519634","WFS1","chr4",6517983,6519634,1652,"*",0.000109270265996921,0.000109270265996921,5.26102309908372e-08,3.44762203236163,0.325,0,0.325,"M",4.27618147095805e-05,"",3.5775,248134,2239.83712563317,-2.09402926285565,0.261470863718322,3.69010569838663e-17,1.57470059491092e-15,"protein_coding","wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]","intron",9411,"XM_047415892.1","",""
"59","chr2:239581605-239581643","NDUFA10","chr2",239581605,239581643,39,"*",0.000108500363367492,0.000108500363367492,5.40560593778091e-08,3.4180802252662,0.53,1,-0.47,"U",-4.27618147096169e-05,"",1.4475,444100,NA,NA,NA,NA,NA,NA,NA,"intron",3306,"NR_172921.1","",""
"60","chr5:132035669-132035683","ACSL6","chr5",132035669,132035683,15,"*",0.000107483013982063,0.000107483013982063,5.08628708050517e-08,3.37904367941714,0.65,1,-0.35,"U",-4.27618147096147e-05,"",4.375,-23426,NA,NA,NA,NA,NA,NA,NA,"",-23457,"NR_175945.1","",""
"61","chr12:26846517-26846608","ITPR2","chr12",26846517,26846608,92,"*",0.000107483013981926,0.000107483013981926,5.08628708049285e-08,3.3790436794119,0.42,0.07,0.35,"M",4.27618147095861e-05,"",14.24,-13323,2056.96422241894,-0.951036901457826,0.253663002061316,2.97774674490336e-05,0.000204503227977341,"protein_coding","inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]","",-13324,"XM_017019269.3","","enhD"
"62","chr7:157467795-157467830","DNAJB6","chr7",157467795,157467830,36,"*",0.000106991887711312,0.000106991887711312,5.03871897639376e-08,3.36019875410396,0.465,0,0.465,"M",4.27618147095929e-05,"",7.13,132414,2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","exon",1566,"NR_110157.1","shores",""
"63","chr11:35006515-35007354","CD44","chr11",35006515,35007354,840,"*",0.000106697289885391,0.000106697289885391,5.01027840634487e-08,3.34889478940577,0.58,0,0.58,"M",4.27618147095861e-05,"",2.42,-131528,NA,NA,NA,NA,NA,NA,NA,"",59838,"XR_001748180.2","","enhD"
"64","chr7:157579972-157580003","DNAJB6","chr7",157579972,157580003,32,"*",0.000105799833870244,0.000105799833870244,4.92406636385642e-08,3.31445865233768,0.605,0,0.605,"M",4.27618147095861e-05,"",6.555,244591,2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","intron",-5551,"NR_029689.1","",""
"65","chr17:65831511-65831536","AXIN2","chr17",65831511,65831536,26,"*",0.000105626763945621,0.000105626763945621,5.12176428469912e-08,3.30781781474107,0.54,1,-0.46,"U",-4.27618147096385e-05,"",5.5,-190478,181.993597918673,-1.45587757343392,0.451872607883726,7.20363986286619e-05,0.000447303734317265,"protein_coding","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]","intron",-5061,"NR_126542.2","",""
"66","chr12:57206832-57206914","STAT6","chr12",57206832,57206914,83,"*",0.000105519493360413,0.000105519493360413,4.89726840049493e-08,3.30370175276894,0.46,0,0.46,"M",4.27618147095929e-05,"",5.83,-74693,NA,NA,NA,NA,NA,NA,NA,"intron",-9880,"XM_017018747.2","",""
"67","chr2:226969579-226970069","IRS1","chr2",226969579,226970069,491,"*",0.000105307823723247,0.000105307823723247,5.09066735580266e-08,3.29557981195451,0.41,1,-0.59,"U",-4.27618147095989e-05,"",1.63,-169759,1852.89531351465,-2.38622203064296,0.370324048145775,3.57709786465482e-12,8.36459258400017e-11,"protein_coding","insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]","prom,exon,intron",-458,"XR_007088726.1","","enhP"
"68","chr9:136667382-136667980","AGPAT2","chr9",136667382,136667980,599,"*",0.000104865581023818,0.000104865581023818,4.83500521738585e-08,3.278610590112,0.525,0.01,0.515,"M",4.2761814709605e-05,"EGFL7",24.645,19477,NA,NA,NA,NA,NA,NA,NA,"intron",1616,"NM_201446.3","shores","enhP"
"69","chr2:11973542-11975180","LPIN1","chr2",11973542,11975180,1639,"*",-0.000103603861449431,0.000103603861449431,4.56242995620147e-08,3.23019735595704,0,0.55,-0.55,"U",-1.67161271457967e-05,"",2.8425,295947,NA,NA,NA,NA,NA,NA,NA,"",-31936,"NR_110198.1","",""
"70","chr4:106662578-106664296","DKK2","chr4",106662578,106664296,1719,"*",-0.000103603861449431,0.000103603861449431,4.56242995620147e-08,3.23019735595704,0,0.55,-0.55,"U",-1.67161271457967e-05,"",1.7775,619510,NA,NA,NA,NA,NA,NA,NA,"intron",136737,"XR_939051.1","",""
"71","chr5:33693072-33693769","AMACR","chr5",33693072,33693769,698,"*",-0.000103603861449431,0.000103603861449431,4.56242995620147e-08,3.23019735595704,0,0.55,-0.55,"U",-1.67161271457967e-05,"",2.36,314335,52.4727576018736,-1.09314089704275,0.312406931371153,5.43098125037962e-05,0.000348985439507191,"protein_coding","alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]","intron",-44145,"XM_017009907.1","",""
"72","chr12:25282125-25282833","KRAS","chr12",25282125,25282833,709,"*",0.000103279915447963,0.000103279915447963,4.89484493724934e-08,3.21776727724461,0.645,1,-0.355,"U",-4.27618147095832e-05,"",2.8775,-31189,NA,NA,NA,NA,NA,NA,NA,"",-31197,"NM_001369787.1","",""
"73","chr15:93258608-93258635","RGMA","chr15",93258608,93258635,28,"*",0.000103279915447963,0.000103279915447963,4.89484493724934e-08,3.21776727724461,0.645,1,-0.355,"U",-4.27618147095832e-05,"",2.795,-169397,NA,NA,NA,NA,NA,NA,NA,"intron",46147,"XR_007064770.1","",""
"74","chr2:38288530-38290509","CYP1B1","chr2",38288530,38290509,1980,"*",0.000103279915447963,0.000103279915447963,4.89484493724934e-08,3.21776727724461,0.645,1,-0.355,"U",-4.27618147095832e-05,"",1.8175,-178628,NA,NA,NA,NA,NA,NA,NA,"",-16328,"XR_939973.1","","enhD"
