"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"31","chr17:72870459-72870826","SLC39A11","chr17",72870459,72870826,368,"*",5.28463263549555e-05,0.000891317024602118,8.019664408519e-07,3.05881641849518,0.08,0.9425,-0.8625,"U",-0.000772170307922978,33.93875,221886,1323.39705771565,-2.09398569090661,0.396948778486127,1.70714646595468e-08,3.56750421260889e-07,"protein_coding","solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]","intron",-51488,"XR_007065993.1","","enhD"
"32","chr6:10329879-10331851","TFAP2A","chr6",10329879,10331851,1973,"*",5.45250342491117e-05,0.000884508541725639,7.86958581953471e-07,3.03002454495503,0.0325,0.86,-0.8275,"U",-0.000766941415727448,3.255,87808,241.903748957881,-7.38647929537235,0.445652846728113,7.26630559174996e-63,9.50311666307699e-60,"protein_coding","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","prom,exon",0,"XR_926458.2","","enhD"
"33","chr9:32992167-32992944","DNAJA1","chr9",32992167,32992944,778,"*",6.36685852621083e-05,0.000884260393290469,8.04266131041742e-07,3.02897516897888,0.0525,0.9475,-0.895,"U",-0.000762747245228339,3.85875,-32329,NA,NA,NA,NA,NA,NA,NA,"intron",8685,"NM_001195249.2","","enhD"
"34","chr21:29213247-29214306","BACH1","chr21",29213247,29214306,1060,"*",3.06744574177819e-05,0.000883383087308196,7.88627135865332e-07,3.02526519667581,0.0475,0.865,-0.8175,"U",-0.000766014927026174,25.11625,19100,1297.04015006964,-1.40528330315806,0.232976159250488,3.77461451018082e-11,1.20281827660463e-09,"protein_coding","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","intron",19755,"NR_027072.2","",""
"35","chr6:10433808-10434394","TFAP2A","chr6",10433808,10434394,587,"*",3.16940249010424e-05,0.000882876506344727,7.94618809200489e-07,3.02312295510707,0.065,0.915,-0.85,"U",-0.000763082280155022,12.71,-14149,241.903748957881,-7.38647929537235,0.445652846728113,7.26630559174996e-63,9.50311666307699e-60,"protein_coding","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","prom,exon,intron",0,"NR_132993.1","","prom"
"36","chr5:53291154-53292939","FST","chr5",53291154,53292939,1786,"*",2.84867413743424e-05,0.000882111710120211,7.86171683998609e-07,3.01988876673064,0,0.82,-0.82,"U",-0.000763784932377263,3.375,-187687,511.294484075316,-11.3150411264294,1.38642637100383,6.70771024008663e-21,7.06515466496104e-19,"protein_coding","follistatin [Source:HGNC Symbol;Acc:HGNC:3971]","",11963,"XR_001742510.1","",""
"37","chr13:109783842-109784394","IRS2","chr13",109783842,109784394,553,"*",5.20480664734088e-05,0.000881551930127645,7.80006721951978e-07,3.01752155584847,0.0175,0.935,-0.9175,"U",-0.000764797791863676,17.35875,2189,4950.71842965952,1.72195318559019,0.29810593973744,5.63942342484159e-10,1.52201395063566e-08,"protein_coding","insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]","exon",2190,"NM_003749.3","CpGi","enhP"
"38","chr16:83747760-83748868","HSBP1","chr16",83747760,83748868,1109,"*",5.64183276002378e-05,0.000877845999797541,7.7312097638699e-07,3.00184982995171,0.0225,0.855,-0.8325,"U",-0.000762043162548018,17.54,28449,NA,NA,NA,NA,NA,NA,NA,"exon,intron",24082,"NR_188499.1","",""
"39","chr5:134227134-134227172","SKP1","chr5",134227134,134227172,39,"*",6.00982632386054e-05,0.000874791092322631,7.7065127986655e-07,2.98893116491425,0.275,0.8875,-0.6125,"U",-0.000759058832513042,18.7575,-1273,NA,NA,NA,NA,NA,NA,NA,"prom,exon",726,"NR_186539.1","shores",""
"40","chr4:109935900-109936383","EGF","chr4",109935900,109936383,484,"*",5.68100075133139e-05,0.000873805635736848,7.64832097514994e-07,2.98476384277921,0.035,0.7875,-0.7525,"U",-0.000759512577827396,21.4375,23017,37.478833272762,-6.33669583519601,2.7686444872596,7.61440539338514e-05,0.000688962111523703,"protein_coding","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]","intron",23019,"NM_001963.6","",""
"41","chr2:33007087-33007207","LTBP1","chr2",33007087,33007207,121,"*",5.41477065848784e-05,0.000873252089874355,7.64342926102969e-07,2.98242299493386,0.29,0.9825,-0.6925,"U",-0.000758188113865842,28.78125,60134,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",60136,"XM_011532853.3","",""
"42","chr2:33354053-33354099","LTBP1","chr2",33354053,33354099,47,"*",3.73669604957683e-05,0.000872243819705227,7.72879692360425e-07,2.97815919817759,0.25,0.965,-0.715,"U",-0.000755611457034105,19.06,407100,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",-64417,"NR_039628.1","",""
"43","chr6:10379484-10380150","TFAP2A","chr6",10379484,10380150,667,"*",7.25983584886186e-05,0.000871479509165858,7.85840068223778e-07,2.974927063678,0.2075,0.89,-0.6825,"U",-0.000751294533134043,13.71875,39509,241.903748957881,-7.38647929537235,0.445652846728113,7.26630559174996e-63,9.50311666307699e-60,"protein_coding","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","",16519,"XR_007059911.1","shores",""
"44","chr8:15494149-15494387","TUSC3","chr8",15494149,15494387,239,"*",6.6993235420352e-05,0.000871213314286031,7.6259301753919e-07,2.97380137246954,0.04,0.915,-0.875,"U",-0.000756118904918408,19.6175,76934,NA,NA,NA,NA,NA,NA,NA,"intron",12243,"XR_007061173.1","","enhD"
"45","chr14:90604347-90604861","CALM1","chr14",90604347,90604861,515,"*",6.04422690214055e-05,0.000870151944141722,7.60263973602602e-07,2.96931302528139,0.0525,0.95,-0.8975,"U",-0.000754939162873833,3.945,207845,NA,NA,NA,NA,NA,NA,NA,"intron",-37768,"NR_110134.1","",""
"46","chr1:25658989-25659092","MAN1C1","chr1",25658989,25659092,104,"*",4.84239606949528e-05,0.000867936274070972,7.60763156655796e-07,2.95994334724281,0.1875,0.8325,-0.645,"U",-0.000752170917118048,17.13625,42198,171.133765671002,1.1682049092396,0.505309072376841,0.000592665092553712,0.00396643324628484,"protein_coding","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]","intron",-37063,"NM_001385185.1","","prom"
"47","chr12:49190229-49190640","TUBA1A","chr12",49190229,49190640,412,"*",2.62596800119654e-05,0.000867670158138354,7.61574867574483e-07,2.95881798988818,0.1325,0.905,-0.7725,"U",-0.000751769584071051,23.65,-1149,NA,NA,NA,NA,NA,NA,NA,"",-1150,"NM_006009.4","shores","enhP"
"48","chr7:41913648-41915515","INHBA","chr7",41913648,41915515,1868,"*",5.60379820901924e-05,0.000867387835750287,7.53153286251375e-07,2.95762409829114,0.03,0.97,-0.94,"U",-0.00075490574732569,3.4825,-207814,NA,NA,NA,NA,NA,NA,NA,"",18076,"XR_007060294.1","",""
"49","chr17:69454085-69454199","MAP2K6","chr17",69454085,69454199,115,"*",5.43747427362936e-05,0.000865321654062913,7.58131462371593e-07,2.94888658026648,0.0775,0.9325,-0.855,"U",-0.000749931096722585,29.49875,39388,NA,NA,NA,NA,NA,NA,NA,"intron",31334,"NR_145982.1","","enhD"
"50","chr21:33928003-33928443","ATP5PO","chr21",33928003,33928443,441,"*",4.04189948022277e-05,0.000863467612861508,7.64680709799716e-07,2.9410461669501,0.08,0.965,-0.885,"U",-0.000745250828773151,14.35125,3164,NA,NA,NA,NA,NA,NA,NA,"",-2679,"NR_038883.2","",""
"51","chr16:83745201-83746009","HSBP1","chr16",83745201,83746009,809,"*",2.71428098539546e-05,0.000863400584248622,7.50098343887248e-07,2.9407627147654,0.04,0.8825,-0.8425,"U",-0.000750997096621021,16.6575,25890,NA,NA,NA,NA,NA,NA,NA,"intron",26941,"NR_188499.1","",""
"52","chr16:83018208-83020031","HSBP1","chr16",83018208,83020031,1824,"*",3.58564080979408e-05,0.000863050176810228,7.57608109239291e-07,2.93928090349602,0.1,0.935,-0.835,"U",-0.00074754093553715,1.99875,-699280,NA,NA,NA,NA,NA,NA,NA,"intron",-27911,"NR_110937.1","","enhD"
"53","chr2:231123037-231123796","PSMD1","chr2",231123037,231123796,760,"*",3.73260774319813e-05,0.000862055471036826,7.47177510970558e-07,2.93507446817746,0.05,0.915,-0.865,"U",-0.000749527729373463,24.63375,66192,NA,NA,NA,NA,NA,NA,NA,"exon,intron",1247,"XM_047444114.1","","enhP"
"54","chr1:206336251-206336662","IKBKE","chr1",206336251,206336662,412,"*",6.04706612749789e-05,0.000858262919689934,7.65207068443748e-07,2.91903643727465,0.0675,0.8525,-0.785,"U",-0.000738332615502366,4.76875,-133814,84.4849553993382,-6.2633514566066,1.25564785706686,2.81440962483359e-08,5.67729365708718e-07,"protein_coding","inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]","intron",-3402,"XM_047416532.1","",""
"55","chr16:83736511-83736629","HSBP1","chr16",83736511,83736629,119,"*",4.40987127878589e-05,0.000857647978966321,7.4805728684824e-07,2.9164359613874,0.0275,0.785,-0.7575,"U",-0.00074318736769088,13.4375,17200,NA,NA,NA,NA,NA,NA,NA,"intron",-28677,"XR_001752385.3","",""
"56","chr5:136191551-136191689","SMAD5","chr5",136191551,136191689,139,"*",6.86142984072609e-05,0.000857009993685797,7.631962500311e-07,2.91373803413246,0.405,0.9375,-0.5325,"U",-0.000737769440705507,17.815,58706,3189.68577520502,-0.513955453962354,0.198861168479951,0.00276658318193259,0.0142707498626952,"protein_coding","SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]","exon",1474,"NM_001350994.2","CpGi",""
"57","chr2:33056684-33056875","LTBP1","chr2",33056684,33056875,192,"*",7.93889539150026e-05,0.000856929190494777,7.70820838493728e-07,2.91339633168571,0.2125,0.95,-0.7375,"U",-0.000736106741688451,21.66125,109731,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",-77494,"NM_001394916.1","",""
"58","chr2:33161132-33161469","LTBP1","chr2",33161132,33161469,338,"*",4.17803846956389e-05,0.000855929068627609,7.36309506799303e-07,2.90916699266164,0.305,0.975,-0.67,"U",-0.00074291980010051,24.02125,214179,2615.38000313489,-5.58194152363727,0.67405151822762,9.16276019787433e-18,6.93013776122601e-16,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",26538,"NM_000627.4","",""
"59","chr1:55640677-55641868","PRKAA2","chr1",55640677,55641868,1192,"*",3.94060838881364e-05,0.00085352099611733,7.38827775464779e-07,2.89898367863275,0.055,0.9425,-0.8875,"U",-0.000739761219302358,3.27125,-1003446,NA,NA,NA,NA,NA,NA,NA,"",213060,"XR_947380.3","","enhD"
"60","chr16:3761519-3761695","CREBBP","chr16",3761519,3761695,177,"*",2.18161306324603e-05,0.000853077048380146,7.36979145241862e-07,2.89710630193381,0.155,0.91,-0.755,"U",-0.000739576585886526,22.2575,119018,NA,NA,NA,NA,NA,NA,NA,"intron",-43996,"NM_001272049.2","","enhD"
"61","chr21:29194835-29195777","BACH1","chr21",29194835,29195777,943,"*",7.30711652890241e-05,0.000853009822757758,7.28534428388468e-07,2.89682201663067,0.105,0.9275,-0.8225,"U",-0.000742268229595466,18.86375,688,1297.04015006964,-1.40528330315806,0.232976159250488,3.77461451018082e-11,1.20281827660463e-09,"protein_coding","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","intron",1343,"NR_027072.2","","enhP"
"62","chr16:83157660-83159125","HSBP1","chr16",83157660,83159125,1466,"*",5.73469224463002e-05,0.000852998714564377,7.33311106063607e-07,2.89677504203958,0.03,0.9,-0.87,"U",-0.00073969321662783,1.63,-560186,NA,NA,NA,NA,NA,NA,NA,"intron",99111,"XM_011522804.4","",""
"63","chr2:191328256-191328744","STAT4","chr2",191328256,191328744,489,"*",5.10436186911248e-05,0.000851462486311306,7.46213935083952e-07,2.89027860364153,0.07,0.975,-0.905,"U",-0.00073461952677089,2.85875,-82084,15.5127519646737,1.85613416506512,0.461656655235269,2.80947748952729e-06,3.71770149415187e-05,"protein_coding","signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]","intron",6458,"XM_017004158.2","","K4m3"
"64","chr6:148891262-148893213","TAB2","chr6",148891262,148893213,1952,"*",2.6744974153657e-05,0.000848548492022445,7.24853720134233e-07,2.87795583562055,0.0125,0.85,-0.8375,"U",-0.000736146924885031,4.26875,-324713,NA,NA,NA,NA,NA,NA,NA,"intron",71472,"NR_038408.1","",""
"65","chr6:10323751-10325137","TFAP2A","chr6",10323751,10325137,1387,"*",6.52286546301278e-05,0.000845734024417006,7.17536521742846e-07,2.86605394839416,0.025,0.83,-0.805,"U",-0.000734837257671943,3.0275,94522,241.903748957881,-7.38647929537235,0.445652846728113,7.26630559174996e-63,9.50311666307699e-60,"protein_coding","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","",4968,"XR_926458.2","",""
"66","chr21:35529635-35531550","CBR1","chr21",35529635,35531550,1916,"*",6.86882459466051e-05,0.000843933167213557,7.22134787794827e-07,2.85843844082717,0.05,0.795,-0.745,"U",-0.000730178231231347,3.22375,-538391,NA,NA,NA,NA,NA,NA,NA,"intron",49215,"NR_073512.1","","enhD"
"67","chr19:19488579-19488940","NDUFA13","chr19",19488579,19488940,362,"*",2.06156522727485e-05,0.000838966945101689,7.10922400075482e-07,2.83743716321345,0.06,0.7725,-0.7125,"U",-0.000729529173439867,5.62375,-26796,NA,NA,NA,NA,NA,NA,NA,"intron",23241,"XM_047439010.1","","enhD"
"68","chr17:56211227-56212805","NOG","chr17",56211227,56212805,1579,"*",4.39372176166713e-05,0.00083575682287129,7.05874566878798e-07,2.82386212234415,0.1175,0.865,-0.7475,"U",-0.000726911852754442,4.215,-380894,16.3844608732647,-5.71507851737101,0.639431295406291,3.09991291675639e-20,3.09872823666081e-18,"protein_coding","noggin [Source:HGNC Symbol;Acc:HGNC:7866]","exon,intron",-11704,"XM_011524429.3","","enhD"
"69","chr21:25983851-25984168","APP","chr21",25983851,25984168,318,"*",1.66892776958545e-05,0.000835748346049889,7.07298405592278e-07,2.82382627536117,0.1,0.9325,-0.8325,"U",-0.000723951775972874,21.3375,186960,NA,NA,NA,NA,NA,NA,NA,"intron",121507,"XR_007067828.1","","enhD"
"70","chr21:29119617-29121120","BACH1","chr21",29119617,29121120,1504,"*",3.70513547074814e-05,0.000835611537625004,7.10218776065183e-07,2.82324773665586,0.0325,0.85,-0.8175,"U",-0.00072404008941129,3.91875,-73027,1297.04015006964,-1.40528330315806,0.232976159250488,3.77461451018082e-11,1.20281827660463e-09,"protein_coding","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","prom,intron",-870,"NM_001371376.1","","enhD"
