"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"15","chr1:203364585-203364658","FMOD","chr1",203364585,203364658,74,"*",4.32581481786955e-05,0.000942799209583459,9.01384144304542e-07,3.27637548830289,0.0175,0.8925,-0.875,"U",-0.000814325555549423,22.5425,-12827,27.0942386278794,-1.76555256696824,1.18404033428125,0.00449808308328726,0.0211768159319365,"protein_coding","fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]","",-8325,"XR_922440.3","","enhD"
"16","chr1:203364585-203364658","PRELP","chr1",203364585,203364658,74,"*",4.32581481786955e-05,0.000942799209583459,9.01384144304542e-07,3.27637548830289,0.0175,0.8925,-0.875,"U",-0.000814325555549423,22.5425,-111148,NA,NA,NA,NA,NA,NA,NA,"",-8325,"XR_922440.3","","enhD"
"17","chr16:30417407-30418604","DCTPP1","chr16",30417407,30418604,1198,"*",4.72303068953665e-05,0.000941857222537681,8.93607996030251e-07,3.27239211836924,0.01,0.8675,-0.8575,"U",-0.000815857000408703,2.42625,11426,NA,NA,NA,NA,NA,NA,NA,"exon,intron",1156,"NR_145731.1","CpGi,shores","enhD,enhP"
"18","chr16:30417407-30418604","ZNF771","chr16",30417407,30418604,1198,"*",4.72303068953665e-05,0.000941857222537681,8.93607996030251e-07,3.27239211836924,0.01,0.8675,-0.8575,"U",-0.000815857000408703,2.42625,9993,NA,NA,NA,NA,NA,NA,NA,"exon,intron",1156,"NR_145731.1","CpGi,shores","enhD,enhP"
"19","chr21:29256906-29257700","BACH1","chr21",29256906,29257700,795,"*",4.15486999947169e-05,0.000940694019786442,8.97443770487786e-07,3.2674732960916,0.1575,0.935,-0.7775,"U",-0.000812940891701155,23.9675,62759,1297.04015006964,-1.40528330315806,0.232976159250488,3.77461451018082e-11,1.20281827660463e-09,"protein_coding","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","intron",30381,"XR_007067841.1","",""
"20","chr21:29256906-29257700","GRIK1","chr21",29256906,29257700,795,"*",4.15486999947169e-05,0.000940694019786442,8.97443770487786e-07,3.2674732960916,0.1575,0.935,-0.7775,"U",-0.000812940891701155,23.9675,682333,NA,NA,NA,NA,NA,NA,NA,"intron",30381,"XR_007067841.1","",""
"21","chr12:113765989-113766583","RBM19","chr12",113765989,113766583,595,"*",5.47294493861273e-05,0.000939031411769863,8.86949279341962e-07,3.26044264443417,0.0175,0.9575,-0.94,"U",-0.000813222204690076,3.15,199742,NA,NA,NA,NA,NA,NA,NA,"intron",7101,"NR_110026.1","","enhD"
"22","chr12:113765989-113766583","LHX5","chr12",113765989,113766583,595,"*",5.47294493861273e-05,0.000939031411769863,8.86949279341962e-07,3.26044264443417,0.0175,0.9575,-0.94,"U",-0.000813222204690076,3.15,-294118,NA,NA,NA,NA,NA,NA,NA,"intron",7101,"NR_110026.1","","enhD"
"23","chr4:21845426-21847347","KCNIP4","chr4",21845426,21847347,1922,"*",5.32427996455163e-05,0.000938965037111541,8.84657615851672e-07,3.26016196666954,0,0.9275,-0.9275,"U",-0.000814230163622886,2.735,101425,97.4116335989845,3.10150165281105,0.775493987269977,4.23720685543895e-06,5.38887555828678e-05,"protein_coding","potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]","exon,intron",5842,"NR_002813.1","","enhD"
"24","chr15:96099554-96101534","NR2F2","chr15",96099554,96101534,1981,"*",5.7970982930182e-05,0.000938468167516974,8.86002270807858e-07,3.25806085985198,0.1475,0.9125,-0.765,"U",-0.0008133341523652,2.275,-224404,1333.66559191268,-2.06558569205585,1.01991681194622,0.00113232440148526,0.00679178259388863,"protein_coding","nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]","intron",26308,"NR_158193.1","",""
"25","chrX:130124908-130125627","ELF4","chrX",130124908,130125627,720,"*",6.42187291024707e-05,0.000937021156996037,8.82179661561048e-07,3.25194190287841,0.0475,0.93,-0.8825,"U",-0.00081192284499069,15.105,-14192,440.205174208723,-0.66073080366014,0.396995607827604,0.0119318653562747,0.0458343067501655,"protein_coding","E74 like ETS transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3319]","intron",12414,"NM_001130846.4","","enhD"
"26","chrX:130124908-130125627","AIFM1","chrX",130124908,130125627,720,"*",6.42187291024707e-05,0.000937021156996037,8.82179661561048e-07,3.25194190287841,0.0475,0.93,-0.8825,"U",-0.00081192284499069,15.105,40252,NA,NA,NA,NA,NA,NA,NA,"intron",12414,"NM_001130846.4","","enhD"
"27","chr2:220323738-220325650","SLC4A3","chr2",220323738,220325650,1913,"*",5.73756764444719e-05,0.00093643021198747,8.86550828440291e-07,3.24944298042495,0.0175,0.935,-0.9175,"U",-0.000809493053056552,2.43125,696344,NA,NA,NA,NA,NA,NA,NA,"intron",189487,"XR_923934.3","",""
"28","chr9:109785469-109787161","PTPN3","chr9",109785469,109787161,1693,"*",5.18950822257748e-05,0.000934620626442258,8.84538352115383e-07,3.24179080655964,0.0625,0.9325,-0.87,"U",-0.000808187906176392,2.94875,-287156,417.496218292242,-2.94978356865776,0.707880769433291,2.39228364176473e-06,3.21030350353619e-05,"protein_coding","protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]","intron",5273,"NM_053016.6","",""
"29","chr9:109785469-109787161","C9orf152","chr9",109785469,109787161,1693,"*",5.18950822257748e-05,0.000934620626442258,8.84538352115383e-07,3.24179080655964,0.0625,0.9325,-0.87,"U",-0.000808187906176392,2.94875,420998,NA,NA,NA,NA,NA,NA,NA,"intron",5273,"NM_053016.6","",""
"30","chr10:1009045-1009625","IDI2","chr10",1009045,1009625,581,"*",5.17417168455801e-05,0.000933273744864089,8.78417907561202e-07,3.2360952637104,0.04,0.9225,-0.8825,"U",-0.000807599141509328,16.41875,16234,NA,NA,NA,NA,NA,NA,NA,"exon,intron",-13012,"NR_024629.1","","enhD"
"31","chr10:1009045-1009625","LARP4B","chr10",1009045,1009625,581,"*",5.17417168455801e-05,0.000933273744864089,8.78417907561202e-07,3.2360952637104,0.04,0.9225,-0.8825,"U",-0.000807599141509328,16.41875,-20704,NA,NA,NA,NA,NA,NA,NA,"exon,intron",-13012,"NR_024629.1","","enhD"
"32","chr6:106194117-106194389","PRDM1","chr6",106194117,106194389,273,"*",4.5761587527743e-05,0.000933102873635549,8.8620406405673e-07,3.23537270248481,0.09,0.94,-0.85,"U",-0.000805698448952633,25.56875,200654,138.447776556652,-1.45844918590566,1.15344519910059,0.00930238273857134,0.0377823250713818,"protein_coding","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]","intron",86449,"XM_047419574.1","",""
"33","chr6:106194117-106194389","ATG5","chr6",106194117,106194389,273,"*",4.5761587527743e-05,0.000933102873635549,8.8620406405673e-07,3.23537270248481,0.09,0.94,-0.85,"U",-0.000805698448952633,25.56875,131402,853.368634584794,-0.620715543234869,0.172606578370613,5.37474328595168e-05,0.000503739749953572,"protein_coding","autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]","intron",86449,"XM_047419574.1","",""
"34","chr2:226372835-226374643","NYAP2","chr2",226372835,226374643,1809,"*",5.04992949445038e-05,0.00093219613794696,8.81421590730249e-07,3.23153839956538,0.03,0.985,-0.955,"U",-0.000805736103779311,2.94,973125,NA,NA,NA,NA,NA,NA,NA,"",92322,"XR_923963.2","",""
"35","chr2:226372835-226374643","RHBDD1","chr2",226372835,226374643,1809,"*",5.04992949445038e-05,0.00093219613794696,8.81421590730249e-07,3.23153839956538,0.03,0.985,-0.955,"U",-0.000805736103779311,2.94,-425503,506.196303972522,1.90510215808859,0.980425845094001,0.00143730331426424,0.00827781218864698,"protein_coding","rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]","",92322,"XR_923963.2","",""
"36","chr2:220496125-220497932","SLC4A3","chr2",220496125,220497932,1808,"*",5.95386089072622e-05,0.000932158593846861,8.74874319165922e-07,3.23137963725522,0.02,0.8925,-0.8725,"U",-0.000807717601973981,1.97875,868731,NA,NA,NA,NA,NA,NA,NA,"",17205,"XR_923934.3","",""
"37","chr10:90732180-90733946","HTR7","chr10",90732180,90733946,1767,"*",4.52393727738471e-05,0.00093156159251072,8.78647514531238e-07,3.22885510447806,0.0075,0.845,-0.8375,"U",-0.000804833882472995,3.0125,124093,136.677356756823,-7.94569120318799,0.817641482155629,1.04488882812827e-23,1.45764313499068e-21,"protein_coding","5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]","",-10131,"XR_007062237.1","",""
"38","chr19:4014810-4016131","PIAS4","chr19",4014810,4016131,1322,"*",4.2996285357354e-05,0.000929131995631041,8.72744635965086e-07,3.21858109571671,0.04,0.915,-0.875,"U",-0.00080394139767756,3.5725,7074,NA,NA,NA,NA,NA,NA,NA,"intron",4864,"XM_011528060.3","","enhD"
"39","chr19:4014810-4016131","ZBTB7A","chr19",4014810,4016131,1322,"*",4.2996285357354e-05,0.000929131995631041,8.72744635965086e-07,3.21858109571671,0.04,0.915,-0.875,"U",-0.00080394139767756,3.5725,50768,NA,NA,NA,NA,NA,NA,NA,"intron",4864,"XM_011528060.3","","enhD"
"40","chr3:190690704-190692683","IL1RAP","chr3",190690704,190692683,1980,"*",6.18486363471062e-05,0.000928789701571288,8.65787097173061e-07,3.21713364070956,0.0075,0.905,-0.8975,"U",-0.000805278596867519,2.84375,176653,97.021054263265,-5.87064514706001,0.670723762623766,1.61639022675021e-19,1.487837432177e-17,"protein_coding","interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]","",6632,"NR_183762.1","","enhD"
"41","chr3:190690704-190692683","GMNC","chr3",190690704,190692683,1980,"*",6.18486363471062e-05,0.000928789701571288,8.65787097173061e-07,3.21713364070956,0.0075,0.905,-0.8975,"U",-0.000805278596867519,2.84375,199746,5.32399067272329,-5.59537953146007,1.0627984582624,7.7849193674694e-09,1.73793064798101e-07,"protein_coding","geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]","",6632,"NR_183762.1","","enhD"
"42","chr2:84687769-84689764","DNAH6","chr2",84687769,84689764,1996,"*",5.32962120330529e-05,0.000928096211105206,8.74362287587913e-07,3.21420108544328,0.04,0.86,-0.82,"U",-0.000802690494715368,2.9225,171314,49.0228724524817,-5.51709488653246,0.723083603318931,1.69218339617648e-15,1.02142793152283e-13,"protein_coding","dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]","exon,intron",129924,"XM_047443590.1","",""
"43","chr2:84687769-84689764","TRABD2A","chr2",84687769,84689764,1996,"*",5.32962120330529e-05,0.000928096211105206,8.74362287587913e-07,3.21420108544328,0.04,0.86,-0.82,"U",-0.000802690494715368,2.9225,192211,129.862831635607,-6.0471793044339,0.864925823398906,1.84776474996644e-13,8.38116184565704e-12,"protein_coding","TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]","exon,intron",129924,"XM_047443590.1","",""
"44","chr7:103660563-103662515","RELN","chr7",103660563,103662515,1953,"*",6.10289288989849e-05,0.000927321017890249,8.68675072237548e-07,3.21092303468975,0.9775,0.065,0.9125,"M",0.000801969379660059,3.2725,327143,6057.7129195308,5.92560646365854,0.939581016054738,1.80918463822033e-11,6.06047891402987e-10,"protein_coding","reelin [Source:HGNC Symbol;Acc:HGNC:9957]","exon,intron",125975,"XR_001745315.2","","enhD"
"45","chr7:103660563-103662515","SLC26A5","chr7",103660563,103662515,1953,"*",6.10289288989849e-05,0.000927321017890249,8.68675072237548e-07,3.21092303468975,0.9775,0.065,0.9125,"M",0.000801969379660059,3.2725,-214356,6.96501451819098,5.40381282259912,0.788616266117603,4.92483535203039e-13,2.08329827533059e-11,"protein_coding","solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]","exon,intron",125975,"XR_001745315.2","","enhD"
"46","chr18:2312088-2313853","NDC80","chr18",2312088,2313853,1766,"*",6.23377510694075e-05,0.000926440188262593,8.65204199201742e-07,3.20719828043628,0.025,0.985,-0.96,"U",-0.000802509229396017,2.7175,-257704,1343.43675587068,-0.667355370509524,0.34389004531037,0.00622804978511844,0.027533243190887,"protein_coding","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","",-36727,"XR_935097.4","","enhD"
"47","chr5:53490423-53491919","FST","chr5",53490423,53491919,1497,"*",5.74305761142967e-05,0.000925557140235196,8.7183045134801e-07,3.20346414526101,0.035,0.8025,-0.7675,"U",-0.000799195872822501,16.2275,9797,511.294484075316,-11.3150411264294,1.38642637100383,6.70771024008663e-21,7.06515466496104e-19,"protein_coding","follistatin [Source:HGNC Symbol;Acc:HGNC:3971]","",8092,"XM_024454326.2","","enhD"
"48","chr5:53490423-53491919","NDUFS4","chr5",53490423,53491919,1497,"*",5.74305761142967e-05,0.000925557140235196,8.7183045134801e-07,3.20346414526101,0.035,0.8025,-0.7675,"U",-0.000799195872822501,16.2275,-68714,NA,NA,NA,NA,NA,NA,NA,"",8092,"XM_024454326.2","","enhD"
"49","chr8:105960845-105962818","OXR1","chr8",105960845,105962818,1974,"*",5.41711342108463e-05,0.000925206472974436,8.60097912459683e-07,3.20198128259374,0.005,0.89,-0.885,"U",-0.000801960758412624,3.48875,-307326,895.171813525142,-2.18115148085006,0.287214488567232,7.3307305948142e-15,4.07251277716864e-13,"protein_coding","oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]","intron",97686,"NR_125796.1","",""
"50","chr19:18433130-18434295","SSBP4","chr19",18433130,18434295,1166,"*",4.11531614154546e-05,0.000924761534107158,8.60519618711279e-07,3.20009977465352,0.0075,0.895,-0.8875,"U",-0.000801239729139598,3.08875,14266,NA,NA,NA,NA,NA,NA,NA,"exon,intron",3015,"NM_001253389.2","CpGi","enhP,prom"
"51","chr19:18433130-18434295","ISYNA1","chr19",18433130,18434295,1166,"*",4.11531614154546e-05,0.000924761534107158,8.60519618711279e-07,3.20009977465352,0.0075,0.895,-0.8875,"U",-0.000801239729139598,3.08875,3872,3355.19112019554,1.12301993194804,0.45179704123033,0.00035247892275601,0.00255924321708666,"protein_coding","inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]","exon,intron",3015,"NM_001253389.2","CpGi","enhP,prom"
"52","chr4:24826031-24827852","SOD3","chr4",24826031,24827852,1822,"*",4.52922635167492e-05,0.000924401639867988,8.58806503261543e-07,3.19857789396733,0.085,0.95,-0.865,"U",-0.000802053224876237,1.84375,36119,1995.99435338314,-7.80092322188985,2.70352534765055,8.71053816041488e-06,0.000101487146168932,"protein_coding","superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]","intron",30460,"XR_427488.2","",""
"53","chr4:24826031-24827852","CCDC149","chr4",24826031,24827852,1822,"*",4.52922635167492e-05,0.000924401639867988,8.58806503261543e-07,3.19857789396733,0.085,0.95,-0.865,"U",-0.000802053224876237,1.84375,152352,144.55898692879,-6.14913840514255,0.946717204221718,5.27086202128177e-12,1.91336717238205e-10,"protein_coding","coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]","intron",30460,"XR_427488.2","",""
"54","chr4:113628447-113628669","ANK2","chr4",113628447,113628669,223,"*",4.89926154634886e-05,0.000923577288377812,8.65542668824393e-07,3.19509196817309,0.0325,0.945,-0.9125,"U",-0.000798493469438888,24.12125,810415,NA,NA,NA,NA,NA,NA,NA,"intron",-79774,"XM_011532292.3","",""
"55","chr4:113628447-113628669","CAMK2D","chr4",113628447,113628669,223,"*",4.89926154634886e-05,0.000923577288377812,8.65542668824393e-07,3.19509196817309,0.0325,0.945,-0.9125,"U",-0.000798493469438888,24.12125,133258,1402.47376618463,-0.507764199816656,0.237828725030243,0.00900444060972582,0.0368345343226996,"protein_coding","calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]","intron",-79774,"XM_011532292.3","",""
"56","chr2:156319809-156320103","NR4A2","chr2",156319809,156320103,295,"*",5.34255188931093e-05,0.000922867274141584,8.57720816342179e-07,3.19208953902745,0.1325,0.945,-0.8125,"U",-0.000800165136552241,16.7925,22245,208.340341872958,-3.17083223896024,1.2880229537748,0.000305009878134985,0.00226946806400387,"protein_coding","nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]","",12362,"XM_047444557.1","CpGi","enhP"
"57","chr17:75769795-75770064","GALK1","chr17",75769795,75770064,270,"*",4.96110000181726e-05,0.00092237885148529,8.62594665816419e-07,3.19002415168193,0.03,0.68,-0.65,"U",-0.000798424771331508,25.75375,-4559,NA,NA,NA,NA,NA,NA,NA,"",-4604,"NM_000154.2","","enhD"
"58","chr16:88650537-88651549","CYBA","chr16",88650537,88651549,1013,"*",4.70393545875605e-05,0.000922299353782778,8.53783566235644e-07,3.18968798064922,0.0125,0.94,-0.9275,"U",-0.000800215864076619,14.1475,0,1490.44183334345,6.93385209562171,0.645152050296433,4.4174425288532e-28,8.61209230407728e-26,"protein_coding","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]","prom,exon,intron",0,"NM_000101.4","CpGi,shores","enhP,prom"
"59","chrX:46347674-46349436","KRBOX4","chrX",46347674,46349436,1763,"*",5.4438752055667e-05,0.000922130591061448,8.60677551477919e-07,3.18897433564414,0.0175,0.9,-0.8825,"U",-0.000797109713815554,2.35625,-97856,420.09674504711,-0.420544320862353,0.161932601371527,0.00420788864622062,0.0200621344155755,"protein_coding","KRAB box domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26007]","",-20001,"NR_110388.1","",""
"60","chr1:10537259-10537768","CASZ1","chr1",10537259,10537768,510,"*",4.925026293667e-05,0.000920759319853844,8.62219855711123e-07,3.18317565664561,0.08,0.875,-0.795,"U",-0.000794855796367551,16.67625,258882,438.227944215734,2.1133991718838,0.409015954632517,2.9731089703237e-08,5.97438824331116e-07,"protein_coding","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]","intron",16277,"XM_011541578.3","","enhD"
"61","chr1:10537259-10537768","DFFA","chr1",10537259,10537768,510,"*",4.925026293667e-05,0.000920759319853844,8.62219855711123e-07,3.18317565664561,0.08,0.875,-0.795,"U",-0.000794855796367551,16.67625,-64730,2241.49221089162,0.470491959372727,0.13735258801098,0.000232695147934358,0.00179720356874105,"protein_coding","DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]","intron",16277,"XM_011541578.3","","enhD"
"62","chr15:96170915-96172769","NR2F2","chr15",96170915,96172769,1855,"*",5.65109575109582e-05,0.000920441094574021,8.52540323943858e-07,3.18182998101508,0.005,0.78,-0.775,"U",-0.000797738423289314,3.775,-153169,1333.66559191268,-2.06558569205585,1.01991681194622,0.00113232440148526,0.00679178259388863,"protein_coding","nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]","prom,exon,intron",0,"NR_188332.1","","enhP,prom"
"63","chr19:5894097-5894896","FUT5","chr19",5894097,5894896,800,"*",4.77510971778589e-05,0.000919973548931206,8.52790496579834e-07,3.17985287605961,0.005,0.9175,-0.9125,"U",-0.000796548512584931,20.29125,8891,NA,NA,NA,NA,NA,NA,NA,"exon,intron",8895,"NM_001193375.3","shores","enhD"
"64","chr19:5894097-5894896","FUT6","chr19",5894097,5894896,800,"*",4.77510971778589e-05,0.000919973548931206,8.52790496579834e-07,3.17985287605961,0.005,0.9175,-0.9125,"U",-0.000796548512584931,20.29125,-54380,NA,NA,NA,NA,NA,NA,NA,"exon,intron",8895,"NM_001193375.3","shores","enhD"
"65","chr2:219876287-219878061","SLC4A3","chr2",219876287,219878061,1775,"*",5.02408754372281e-05,0.000918007970879174,8.4775263820493e-07,3.17154105845045,0.06,0.8675,-0.8075,"U",-0.000796083650069633,2.73125,248893,NA,NA,NA,NA,NA,NA,NA,"",26829,"NR_146975.1","","enhD"
"66","chr19:49712439-49713296","AP2A1","chr19",49712439,49713296,858,"*",5.57284803453624e-05,0.000917631241535869,8.4461660206832e-07,3.16994798735041,0.0225,0.8525,-0.83,"U",-0.000796298211770869,17.14875,-53705,NA,NA,NA,NA,NA,NA,NA,"exon,intron",15059,"XM_047438162.1","","enhD"
"67","chr19:49712439-49713296","CPT1C","chr19",49712439,49713296,858,"*",5.57284803453624e-05,0.000917631241535869,8.4461660206832e-07,3.16994798735041,0.0225,0.8525,-0.83,"U",-0.000796298211770869,17.14875,21541,NA,NA,NA,NA,NA,NA,NA,"exon,intron",15059,"XM_047438162.1","","enhD"
"68","chr4:109911468-109913435","EGF","chr4",109911468,109913435,1968,"*",4.59771012700153e-05,0.000917252087981633,8.5139313950886e-07,3.1683446650171,0.015,0.74,-0.725,"U",-0.000792962789452577,17.64,0,37.478833272762,-6.33669583519601,2.7686444872596,7.61440539338514e-05,0.000688962111523703,"protein_coding","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]","prom,exon",0,"NM_001963.6","","prom"
