segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol,avg_depth
chr20:54475352-54476022,-0.0015019525136169378,0.009648050227981179,0.00011814418222914588,5.608268211574491,0.19166666666666668,0.03166666666666667,0.16,M,-0.009766043881889909,DOK5,2.3583333333333334
chrX:2683262-2684472,4.986791041371724e-05,0.009536684660609406,0.0001489167744158029,5.5414412522174015,0.27666666666666667,0.6916666666666668,-0.4150000000000001,U,0.009593618312086391,,2.2575
chr1:1833876-1834425,-0.0026975848574947413,0.009526034340601737,0.0001754380200847172,5.535050331584667,0.62,0.9516666666666667,-0.33166666666666667,U,0.008717612943620914,,3.09
chr7:143614382-143616146,-0.0010123543174380626,0.009475802801705818,0.0001170809089786133,5.504907971720101,0.3066666666666667,0.8783333333333333,-0.5716666666666665,U,0.00896697813161171,,3.3983333333333334
chr6:39314037-39314075,6.815221861293469e-05,0.009421535908979404,0.00016714615293898023,5.472344123483624,0.225,0.6749999999999999,-0.44999999999999996,U,0.00986085738226629,,2.82
chr13:73938223-73938553,-0.002330214242633079,0.009314124025651195,0.00013373085041595465,5.407889645038952,0.7566666666666668,0.3233333333333333,0.4333333333333335,M,-0.009124162924449689,,3.274166666666666
chr9:88643997-88645434,-0.0013606755682466871,0.009289932704472651,0.00011602920725226687,5.393373197313275,0.85,0.9716666666666667,-0.1216666666666667,U,0.009326118390939437,,3.1375000000000006
chr6:5023384-5024004,-0.002351544333835023,0.009285980245614002,0.00015711775130109043,5.391001451595626,0.7833333333333335,0.9616666666666666,-0.178333333333333,U,0.009895115893060647,,2.233333333333333
chr7:16840405-16842273,-0.0004798888690470682,0.009227110326956287,0.00010964195721708452,5.355675472890188,0.2816666666666667,0.795,-0.5133333333333334,U,0.00847070886385231,,4.1125
chr6:7636581-7638027,-0.0009021409360782632,0.009044091400711158,0.00010963691950900588,5.245851596135431,0.36333333333333334,0.8433333333333334,-0.48000000000000004,U,0.009510897012288043,,3.1333333333333333
chrX:65493263-65494706,-0.0012258273291128983,0.009025897550660245,0.00011491947004343843,5.23493404139571,0.31833333333333336,0.7666666666666667,-0.44833333333333336,U,0.009756442140351523,,2.720833333333333
chrX:9920907-9922590,-0.0011313474301964366,0.008920554920312044,0.00010859795170707684,5.1717212563043615,0.23666666666666666,0.9183333333333333,-0.6816666666666666,U,0.008816915735319765,,2.9258333333333333
chrX:19661657-19663650,0.00030851145515560925,0.008908657463916869,0.00010056929463261958,5.164581968517869,0.49499999999999994,0.9033333333333333,-0.4083333333333334,U,0.008808262809693934,,2.8375
chr4:186766240-186767456,-0.0011249301182356993,0.008540910303356386,0.00010260263488250738,4.943908513226075,0.26999999999999996,0.87,-0.6000000000000001,U,0.008231426699878834,,2.986666666666667
chr5:34054021-34055395,-0.0009123068272287897,0.008418370948744867,9.897108493003971e-05,4.87037651708466,0.7316666666666668,0.9216666666666665,-0.18999999999999972,U,0.008561076208940274,,3.5475
chr12:115140551-115142190,0.0002181496948631254,0.008382355759359696,9.098232894315057e-05,4.848764939520061,0.8016666666666667,0.965,-0.16333333333333322,U,0.008098201018110188,,3.8550000000000004
chr9:98341283-98341702,0.0014799978872199575,0.008377722059271762,0.00011867611151170852,4.845984402458586,0.05333333333333334,0.5283333333333333,-0.475,U,0.007523867149910633,,2.5708333333333333
chr2:53421228-53422967,-0.0011530801502797681,0.008342640228938292,9.144451491992315e-05,4.824932904179583,0.34500000000000003,0.7783333333333333,-0.4333333333333333,U,0.009676947201643438,,3.0399999999999996
chr17:69178978-69180069,-0.001318765617963589,0.008281140454459634,0.00010126067300553116,4.78802883206333,0.5416666666666666,0.9183333333333333,-0.3766666666666667,U,0.007726211158047197,,5.071666666666666
chr4:188286016-188287965,-0.0008116832837129743,0.008256696812880935,8.954797784135937e-05,4.773360974835379,0.22166666666666668,0.8516666666666666,-0.6299999999999999,U,0.008379082680700123,,2.4324999999999997
chr4:188126047-188127582,-0.0019457108905492576,0.008213104877167253,0.00011282449554083985,4.747202831120184,0.3833333333333333,0.87,-0.4866666666666667,U,0.008796932210297431,,2.7475
chr4:188044996-188046760,-0.0021367720864770806,0.00819539332506473,0.0001343157571148508,4.736574688145301,0.465,0.9366666666666665,-0.4716666666666665,U,0.007998214303367215,,3.3874999999999997
chrX:7272625-7274541,0.00014124052936642664,0.008063069745277174,8.820976313882731e-05,4.657171487522908,0.1516666666666667,0.7966666666666667,-0.645,U,0.008072226907696451,,1.8366666666666667
chrX:44613016-44613841,-0.001553365457094746,0.007821875655028968,0.00011686959029770581,4.512438532386254,0.37333333333333335,0.9233333333333333,-0.55,U,0.00789018378742364,,2.065
chr17:21583180-21583275,-0.000796051312769817,0.007773155680703685,0.00010572289708730299,4.483203214675842,0.8966666666666666,0.5316666666666666,0.365,M,-0.01019827268747136,,2.891666666666667
chrX:134151117-134152005,-0.0013822593320344122,0.007723907158446133,8.317459411490942e-05,4.453650732046133,0.24333333333333332,0.8416666666666667,-0.5983333333333334,U,0.007927828442269313,,2.0025
chr8:129609351-129610371,-0.00219057370696304,0.007719257277507957,9.966796829564022e-05,4.450860485367521,0.3033333333333333,0.8383333333333334,-0.5350000000000001,U,0.008500817718628565,,3.58
chr4:186825950-186827803,-2.0493248912764432e-05,0.0076822314629636165,7.907390916464876e-05,4.428642463566781,0.28,0.7916666666666666,-0.5116666666666666,U,0.007229720238747889,,2.830833333333333
chr13:109869428-109870167,-0.0007318316485372453,0.0074742396978909305,7.358594513610222e-05,4.303833175030399,0.1566666666666667,0.8466666666666666,-0.6899999999999998,U,0.008038453539565144,,3.3933333333333326
chr1:184373223-184373458,-0.0006692232768334998,0.007455827268490319,7.88471937241038e-05,4.2927844577270315,0.5533333333333333,0.8883333333333333,-0.33499999999999996,U,0.008426608810894088,,5.123333333333333
chrX:39480626-39482005,-0.000695466318682304,0.0073986892938487335,8.192768773223296e-05,4.258497763920024,0.7366666666666667,0.205,0.5316666666666667,M,-0.007652511885147856,,2.2816666666666667
chr1:85031800-85032204,-0.0013516886512471595,0.00738957233286093,8.215058177193188e-05,4.2530269636020215,0.7399999999999999,0.9133333333333334,-0.17333333333333356,U,0.008120913676753305,,3.2975
chr4:188282080-188282425,-0.0010938843343291048,0.007227394518611486,8.7776406094883e-05,4.155709179862915,0.35999999999999993,0.8666666666666667,-0.5066666666666668,U,0.007629763930437639,,2.4533333333333327
chr20:56328820-56329244,-0.0010203561716542622,0.00716495356726071,8.695078551643251e-05,4.118240337233969,0.7216666666666667,0.125,0.5966666666666667,M,-0.009097160778130029,,3.2466666666666666
chr5:53512181-53513533,-0.00023685627731734378,0.006993823797908535,7.089173180276297e-05,4.015550767996571,0.44,0.9166666666666666,-0.4766666666666666,U,0.007909572671124855,,4.555000000000001
chr8:48270830-48272411,-0.002158285748716768,0.006920677375859312,8.844458956275266e-05,3.971657910547359,0.7966666666666669,0.9266666666666667,-0.1299999999999999,U,0.007387694543658853,,2.0016666666666665
chr13:47604066-47604802,0.0007341080942101684,0.006772687776129036,6.61829435791758e-05,3.8828540261884528,0.6483333333333333,0.9033333333333333,-0.255,U,0.006583757902157557,,2.2533333333333334
chr6:169297485-169299130,-0.0015960507638411354,0.0067211208769255735,9.530823025489138e-05,3.8519103587823786,0.30833333333333335,0.8033333333333333,-0.495,U,0.006306944034069016,,3.085833333333333
chr17:13844912-13846720,-0.001051313117399192,0.006715550021229956,6.447812148455924e-05,3.8485674642419823,0.33,0.8866666666666667,-0.5566666666666666,U,0.006421422400638217,,2.9491666666666667
chr12:52755260-52757218,-0.00163275036744667,0.00668880950593716,9.088306849903446e-05,3.8325213256478707,0.16166666666666665,0.03833333333333333,0.12333333333333332,M,-0.006367422950266371,,3.1891666666666674
chr4:188257810-188259022,0.0003704136587379008,0.006625642167819659,5.712891469493304e-05,3.794616601264061,0.16666666666666666,0.7566666666666665,-0.5899999999999999,U,0.006985796046886687,,2.9499999999999993
chr4:186349721-186350740,0.0006459096823827286,0.006560249847088243,6.104485206736355e-05,3.7553767350925384,0.35666666666666663,0.7766666666666667,-0.4200000000000001,U,0.00648194952651792,,3.0533333333333332
chrX:19870494-19871201,-0.0015328450040851787,0.006515191160672969,7.239588017559062e-05,3.7283384406104996,0.5733333333333334,0.9249999999999999,-0.35166666666666657,U,0.008047215268419386,,2.405
chr2:185794133-185795855,0.006507028896858878,0.006507028896858878,0.0004657556757101211,3.72344052391112,1.0,0.785,0.21499999999999997,M,-0.0010888263980356335,,2.294166666666667
chr4:49553140-49554993,-0.0008200638651545181,0.006445706522120014,6.963009279094327e-05,3.6866429037753212,0.11666666666666665,0.2916666666666667,-0.17500000000000004,U,0.007851863322664913,,5.361666666666667
chr13:47854005-47855948,-0.00033812245322775654,0.006441809500823654,7.943080223807158e-05,3.6843044243877365,0.41500000000000004,0.9433333333333334,-0.5283333333333333,U,0.008044231949546565,,2.2924999999999995
chr14:100778269-100778277,-0.000519477363504812,0.006393026937880593,6.583867924396312e-05,3.655031549224737,0.73,0.5533333333333333,0.17666666666666664,M,-0.006862651395782237,,12.843333333333334
chrX:103411169-103412382,0.0005840543207357042,0.006388572401911412,5.446972311624746e-05,3.6523585228918,0.26166666666666666,0.8249999999999998,-0.5633333333333332,U,0.006150198601792838,,2.714166666666666
chr9:91744260-91746234,0.0008413117248280035,0.006319863903562426,6.276633878297603e-05,3.6111287232776506,0.8733333333333334,0.9783333333333334,-0.10499999999999998,U,0.009085186695058756,,2.846666666666667
chr6:118182283-118184035,-0.0020655617542994554,0.006306889589703983,0.00010205009894637136,3.6033432473413605,0.17833333333333332,0.47,-0.29166666666666663,U,0.006228614315943782,,2.766666666666666
chrX:154742596-154744343,-4.1913950936511064e-05,0.006253571798338151,5.5450524695927656e-05,3.5713489248527983,0.28833333333333333,0.8283333333333333,-0.5399999999999999,U,0.007014960679777325,,2.4633333333333334
chr8:91030639-91032097,-0.0006515699468998773,0.006253215208790369,5.11137737456697e-05,3.5711349467285074,0.965,0.8116666666666666,0.15333333333333332,M,-0.007885402672051053,,3.3725
chr5:34773380-34775193,-0.0005097430703081765,0.006216032629124257,5.7262616104743207e-05,3.5488228551298184,0.26833333333333337,0.9249999999999999,-0.6566666666666665,U,0.006333769761098208,,2.8775
chr4:186876369-186878161,-0.00011381228412927497,0.006175970991350339,5.33644708351948e-05,3.5247831316993374,0.3166666666666667,0.8416666666666667,-0.5249999999999999,U,0.006593234730008494,,2.9916666666666667
chr4:110561637-110563438,-0.00019424861431677917,0.006149774235240723,5.093654414276902e-05,3.509063285815729,0.015,0.18666666666666665,-0.17166666666666663,U,0.007424989465149701,,3.0866666666666664
chr6:19480042-19481891,0.00029598450069369484,0.0061307739583600016,6.169792525074503e-05,3.497661819807455,0.20833333333333334,0.7316666666666666,-0.5233333333333332,U,0.005849234044729329,,3.6108333333333333
chr7:57652143-57652959,-0.0028878243786016685,0.006107736064704738,0.0001252682885617548,3.4838375075060264,0.4266666666666667,0.07333333333333335,0.35333333333333333,M,-0.006457876531332205,,2.7249999999999996
chr12:46542310-46542857,-0.001770443330359044,0.006085762721294797,7.250472976994227e-05,3.4706519981816455,0.6516666666666666,0.9133333333333334,-0.2616666666666668,U,0.006220335458575882,,4.258333333333334
chr1:235552518-235552740,0.0005328124523903224,0.005984770010025651,5.463366461955222e-05,3.410049462131925,0.06333333333333334,0.57,-0.5066666666666666,U,0.0059443894127704615,,5.639166666666667
chr12:105950505-105952344,0.0001824588846016504,0.005961616703218676,4.530503713926293e-05,3.396155894043625,0.3183333333333333,0.8383333333333334,-0.52,U,0.005738782839639072,,2.6675
chr15:77760090-77760321,-0.0006081831197366734,0.005930013612646962,5.174222453587258e-05,3.377191877615244,0.6966666666666667,0.17500000000000002,0.5216666666666666,M,-0.006656940372573025,,2.9199999999999995
chr17:48602936-48603009,0.00043408068572208083,0.005929052889733437,5.3365252634017725e-05,3.3766153781404893,0.7133333333333334,0.18333333333333335,0.53,M,-0.005931023697739312,HOXB6,4.8975
chr15:56542890-56544686,0.00017021002967324323,0.005797599996255353,6.123315614900272e-05,3.297734648870679,0.12,0.4633333333333333,-0.3433333333333333,U,0.0059543657477060955,,2.935833333333333
chr8:104751135-104751805,0.00036437681472701764,0.005774009461275418,4.600423201930791e-05,3.2835787139661923,0.27,0.82,-0.5499999999999999,U,0.0056834961433578565,,4.093333333333333
chr16:31525981-31526492,0.000446709217228907,0.005756327663575703,4.752994215721355e-05,3.272968425668603,0.3416666666666666,0.07666666666666667,0.26499999999999996,M,-0.005697302582669674,,3.065
chrX:121145823-121147486,-0.0003604497363614485,0.005691083638570338,5.35402308775083e-05,3.233817547078175,0.36999999999999994,0.8700000000000001,-0.5000000000000002,U,0.007313215591275619,,3.1816666666666666
chr15:28457729-28458760,0.0002719494191561187,0.0056872628723502,5.149103449853909e-05,3.2315248259532177,0.18166666666666667,0.5616666666666666,-0.38,U,0.0062159786885101626,,6.3808333333333325
chr6:53860891-53861834,-3.878404277642524e-05,0.00568004728278721,4.421481754387536e-05,3.227194978570017,0.3166666666666667,0.8466666666666667,-0.53,U,0.006139510625079121,,2.7025
chr10:569719-570648,-0.0007186318414225726,0.005660530442446582,6.726126155743404e-05,3.2154835391457652,0.6749999999999999,0.935,-0.2600000000000001,U,0.005042459333238651,,2.3108333333333335
chr8:117764516-117766232,-0.000997298350826295,0.0056341471145898965,5.6243651871446914e-05,3.199651737449846,0.325,0.81,-0.48500000000000004,U,0.006157994320959508,,2.91
chr5:95095837-95095874,0.0002231376534583728,0.005606012396134522,4.887534919663018e-05,3.182768981575547,0.17166666666666666,0.7766666666666667,-0.6050000000000001,U,0.006445552263286668,,2.8516666666666666
chr8:74764590-74766500,-0.005589468039949082,0.005589468039949082,0.00034366368266573445,3.1728412360031406,0.8266666666666665,0.965,-0.13833333333333342,U,0.0011246989372804554,,2.721666666666667
chr18:628493-629531,-2.7708587412713655e-05,0.005547353414454365,4.216836544909969e-05,3.1475695794876293,0.20166666666666666,0.7866666666666667,-0.5850000000000001,U,0.005183121979018264,,2.858333333333333
chr9:107323287-107323618,0.002096896661280268,0.005520755931288636,0.00013413287576586726,3.1316092699551206,0.9483333333333333,0.8283333333333335,0.11999999999999977,M,-0.0050017397632842,,23.0125
chr6:7142586-7143817,-0.00028903341765083385,0.005520636961003504,4.643823634781622e-05,3.13153787964484,0.5266666666666667,0.89,-0.3633333333333333,U,0.005998338905886411,,2.6774999999999998
chr2:200625458-200627416,-0.00033630121568979106,0.005319757125929976,7.113347146502618e-05,3.0109962356616222,0.6666666666666666,0.8749999999999999,-0.20833333333333326,U,0.006778572179843466,,3.366666666666667
chr21:31720467-31721424,-0.003705610409145353,0.005307362542796778,0.00019296536225736727,3.003558637822021,0.8099999999999999,0.9583333333333334,-0.14833333333333343,U,0.0030167055501742063,,4.7175
chrX:70442389-70443553,-0.001545314178548268,0.005296015857164025,4.7904254850058544e-05,2.9967498501732646,0.22166666666666668,0.7216666666666667,-0.5,U,0.006134404868828487,,2.6574999999999998
chr3:105596923-105598630,0.0011562254234900188,0.005286866237496388,5.657381583711555e-05,2.9912594524130593,0.9633333333333334,0.7983333333333333,0.16500000000000004,M,-0.005689080855435743,,3.9283333333333323
chr6:53934650-53936350,0.0004326610359927101,0.005218450113036667,3.8397792275031474e-05,2.9502050971348575,0.43333333333333335,0.9083333333333332,-0.47499999999999987,U,0.0062312736919355625,,2.445
chr20:49605813-49606133,-0.00017749333673722223,0.005173745646963297,3.5768245041377774e-05,2.9233793590914963,0.18166666666666664,0.5383333333333332,-0.3566666666666666,U,0.0052134025508828626,,4.255833333333334
chr12:99533776-99534961,8.660761762030369e-06,0.005154704302631864,3.895976050991417e-05,2.9119532498032186,0.18499999999999997,0.7883333333333334,-0.6033333333333335,U,0.005108511384080573,,3.144166666666667
chr11:35093736-35095183,-0.005136803017109533,0.005136803017109533,0.0002902541976024416,2.9012112537960784,0.77,0.975,-0.20499999999999996,U,0.0009375318018530436,,2.6474999999999995
chr8:100876084-100877866,0.00014419087854820702,0.005135410915430516,4.45310575153002e-05,2.9003758975497975,0.7833333333333333,0.9199999999999999,-0.1366666666666666,U,0.0060435173567699,,4.0183333333333335
chr6:7022677-7023879,-0.005054229980013903,0.005054229980013903,0.0002809976475995847,2.8516617824091113,0.47833333333333333,0.835,-0.35666666666666663,U,0.0009956375312581008,,2.5999999999999996
chr8:54948033-54949296,-0.0007280271768614002,0.005052976834576966,4.343469078042252e-05,2.8509098094145937,0.17333333333333334,0.028333333333333332,0.14500000000000002,M,-0.007357697381458125,,2.724166666666667
chr16:4679830-4680392,-0.0007298677666459902,0.00505204845363877,4.588821307996104e-05,2.8503527173376715,0.32666666666666666,0.9066666666666666,-0.58,U,0.004853719335588111,,2.8249999999999997
chr19:46040622-46041865,-0.001164106020725824,0.0050462743669099025,3.598780101361429e-05,2.846887870273532,0.006666666666666667,0.115,-0.10833333333333334,U,0.006388408277992651,,2.9625
chr2:236688687-236689305,-0.0017418240436419784,0.005042822993838687,4.854092897917261e-05,2.844816810309492,0.29333333333333333,0.805,-0.5116666666666667,U,0.004718405664487103,,2.305
chr10:90531138-90532944,7.000554560786698e-05,0.005032819392530489,3.846705142416208e-05,2.8388139651408792,0.06,0.8116666666666666,-0.7516666666666667,U,0.005600771326592193,,2.901666666666667
chr4:13554389-13554959,0.00044301366844073513,0.005025858825535504,3.645842581295433e-05,2.834637148745527,0.54,0.8916666666666666,-0.35166666666666657,U,0.004964172505006873,,3.52
chr2:201758757-201760266,-0.00019155013075486792,0.0050086821997027,3.672189480399004e-05,2.8243299981287766,0.8533333333333332,0.9899999999999999,-0.13666666666666671,U,0.006022890258764555,,3.5324999999999993
chr12:8672321-8673189,0.00023715949007381684,0.004956869753368454,3.5293599250820944e-05,2.793238985645437,0.24833333333333338,0.7366666666666667,-0.4883333333333333,U,0.005214750960433059,,3.3191666666666673
chr14:26664924-26666012,0.002306804564042177,0.004953562644796552,7.27561080719288e-05,2.791254494250658,0.09000000000000001,0.5183333333333334,-0.4283333333333334,U,0.004563779501427078,,2.841666666666667
chr19:51326646-51328573,0.0016105732087000303,0.004948419608708523,3.790638439953212e-05,2.78816832074355,0.9233333333333333,0.815,0.10833333333333339,M,-0.005663417021355698,,2.7533333333333325
chr19:19110412-19110838,-9.851917229465774e-05,0.004909175808645888,3.8330659833396906e-05,2.764619355891169,0.2066666666666667,0.745,-0.5383333333333333,U,0.005673557724908941,,2.5241666666666664
chr18:13073666-13075603,-0.004867155774872143,0.004867155774872143,0.0002605812587055838,2.7394044608796135,0.7899999999999999,0.9300000000000002,-0.14000000000000024,U,0.0009406598108862557,,3.5658333333333334
chr15:32843625-32844914,0.0009899210304149628,0.004863027870198734,4.396422544811267e-05,2.7369274356702062,0.8316666666666667,0.945,-0.11333333333333329,U,0.005012775927214706,,3.708333333333332
chr2:100702974-100704912,0.0008182448380586361,0.004813501116044159,3.079667239273145e-05,2.7072079948674004,0.18666666666666668,0.7383333333333334,-0.5516666666666667,U,0.004656235571400659,,2.6058333333333334
chr10:5273103-5274431,0.0010815410841461344,0.004695917153533873,3.898297252894108e-05,2.6366495730035884,0.14666666666666664,0.6916666666666668,-0.5450000000000002,U,0.0053906234140072284,,2.5275000000000003
chr9:98415435-98415938,-0.0005849651492616727,0.004605702828721119,3.405839548554355e-05,2.5825148062173406,0.2233333333333333,0.7416666666666667,-0.5183333333333334,U,0.005037224357931677,,3.545833333333333
chr4:175633974-175635971,-0.0018967510177360424,0.004534466539786923,6.215284467758005e-05,2.5397681593164787,0.4633333333333334,0.8266666666666668,-0.3633333333333334,U,0.004950490783617342,,3.4658333333333338
chr8:120427175-120428938,-0.0007517791477785114,0.004529648076028056,3.740185162565866e-05,2.536876751412073,0.8666666666666667,0.9866666666666667,-0.12,U,0.004582998317344481,,2.9050000000000007
chr4:25450196-25451161,0.0009123568493051417,0.004477311186362509,3.966304237913305e-05,2.5054710370508273,0.23500000000000001,0.6999999999999998,-0.46499999999999986,U,0.004319406288531266,,2.793333333333333
chr6:71389097-71389589,-0.0015828383996769559,0.004469999311667573,5.145860129539289e-05,2.5010834120012335,0.8066666666666666,0.9516666666666667,-0.14500000000000002,U,0.0037905314890453283,,23.997500000000002
chr12:48988023-48988067,-0.0015919773369577922,0.00445119794276488,2.5861745719364323e-05,2.4898013043878136,0.9533333333333333,0.84,0.11333333333333329,M,-0.006469086843735536,,27.649999999999995
chr6:53898305-53899652,-0.0003004428441329212,0.004451132302264681,2.8418808222737652e-05,2.489761915596983,0.2316666666666667,0.8416666666666667,-0.61,U,0.004799017262383471,,3.1958333333333333
chr14:91576879-91577922,-4.933056534347913e-05,0.004423204966848498,2.9897606601210877e-05,2.473003603734046,0.115,0.3166666666666667,-0.20166666666666672,U,0.005881721253635847,,3.465
chr2:170949632-170951413,0.0008625956151361167,0.004383970522882765,3.4416199159483824e-05,2.4494602531798915,0.89,1.0,-0.10999999999999999,U,0.006652992983325111,,2.723333333333333
chr2:147801221-147801713,-0.0009140088896546498,0.004356722471284979,5.492131355288335e-05,2.433109558080334,0.7466666666666666,0.965,-0.21833333333333338,U,0.004496630086437756,,2.225
chr6:139584091-139585214,0.0006080248513780983,0.004348154212031083,2.5431458192751055e-05,2.427968016341408,0.15833333333333333,0.8366666666666668,-0.6783333333333335,U,0.004287740063923089,,2.481666666666667
chr18:68752963-68754918,0.004344497833398727,0.004344497833398727,0.00020762127566846845,2.4257739390154884,0.9550000000000001,0.81,0.14500000000000002,M,-0.0009016672383963509,,2.5641666666666665
chr6:130627571-130629051,0.0009915853003279556,0.004339260311587891,2.5953592410975876e-05,2.4226310676105762,0.11166666666666668,0.7966666666666667,-0.685,U,0.003996313586270165,,2.8016666666666663
chr14:30474418-30474756,0.004310261553721567,0.004310261553721567,0.00020439758136989766,2.405229828977547,0.05333333333333334,0.19666666666666668,-0.14333333333333334,U,0.001033293452753295,,3.0433333333333334
chr4:186715032-186716080,0.0012052118324146256,0.0042661261205025865,2.4814447606692325e-05,2.3787455495764807,0.13833333333333334,0.8266666666666667,-0.6883333333333334,U,0.0041374828158296795,,2.69
chr9:78307207-78307542,-3.097175863202931e-05,0.004185774846924779,2.533216551393126e-05,2.33052928829934,0.39333333333333337,0.8433333333333334,-0.45,U,0.004097908819617048,,23.621666666666666
